Lý do,Key,Promotion Master Code,Promotion Code,Promo. Detail Line ID,Allocation Code,Brand Code,Brand Name,Section Code,Section Name,Expense Code,Expense Name,Allocation Percent,PA No,Promotion Bus Posting Group,Product Code (Material),Created By,Created Date,Created Time,Last Updated By,Last Updated Date,Last Updated Time,Deleted
Mức (detail line) đã xóa trên SFA,EPS2609009000295440202042105,EPS2609009,0002,4,954,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295540202042105,EPS2609009,0002,4,955,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295640202042105,EPS2609009,0002,4,956,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000294940202042105,EPS2609009,0002,5,949,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295040202042105,EPS2609009,0002,5,950,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295140202042105,EPS2609009,0002,5,951,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295240202042105,EPS2609009,0002,5,952,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295340202042105,EPS2609009,0002,5,953,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295440202042105,EPS2609009,0002,5,954,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295540202042105,EPS2609009,0002,5,955,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295640202042105,EPS2609009,0002,5,956,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000294940202042105,EPS2609009,0002,6,949,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295040202042105,EPS2609009,0002,6,950,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295140202042105,EPS2609009,0002,6,951,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295240202042105,EPS2609009,0002,6,952,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295340202042105,EPS2609009,0002,6,953,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295440202042105,EPS2609009,0002,6,954,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295540202042105,EPS2609009,0002,6,955,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295640202042105,EPS2609009,0002,6,956,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000294940202042105,EPS2609009,0002,7,949,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295040202042105,EPS2609009,0002,7,950,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295140202042105,EPS2609009,0002,7,951,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295240202042105,EPS2609009,0002,7,952,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295340202042105,EPS2609009,0002,7,953,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295440202042105,EPS2609009,0002,7,954,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295540202042105,EPS2609009,0002,7,955,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295640202042105,EPS2609009,0002,7,956,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000294940202042105,EPS2609009,0002,8,949,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295040202042105,EPS2609009,0002,8,950,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295140202042105,EPS2609009,0002,8,951,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295240202042105,EPS2609009,0002,8,952,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295340202042105,EPS2609009,0002,8,953,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295440202042105,EPS2609009,0002,8,954,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295540202042105,EPS2609009,0002,8,955,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000295640202042105,EPS2609009,0002,8,956,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.45282407407406999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395740202042105,EPS2609009,0003,2,957,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395840202042105,EPS2609009,0003,2,958,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395940202042105,EPS2609009,0003,2,959,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396040202042105,EPS2609009,0003,2,960,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396140202042105,EPS2609009,0003,2,961,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396240202042105,EPS2609009,0003,2,962,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396340202042105,EPS2609009,0003,2,963,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396440202042105,EPS2609009,0003,2,964,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395740202042105,EPS2609009,0003,3,957,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395840202042105,EPS2609009,0003,3,958,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395940202042105,EPS2609009,0003,3,959,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396040202042105,EPS2609009,0003,3,960,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396140202042105,EPS2609009,0003,3,961,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396240202042105,EPS2609009,0003,3,962,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396340202042105,EPS2609009,0003,3,963,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396440202042105,EPS2609009,0003,3,964,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395740202042105,EPS2609009,0003,4,957,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395840202042105,EPS2609009,0003,4,958,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395940202042105,EPS2609009,0003,4,959,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396040202042105,EPS2609009,0003,4,960,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396140202042105,EPS2609009,0003,4,961,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396240202042105,EPS2609009,0003,4,962,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396340202042105,EPS2609009,0003,4,963,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396440202042105,EPS2609009,0003,4,964,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395740202042105,EPS2609009,0003,5,957,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395840202042105,EPS2609009,0003,5,958,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395940202042105,EPS2609009,0003,5,959,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396040202042105,EPS2609009,0003,5,960,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396140202042105,EPS2609009,0003,5,961,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396240202042105,EPS2609009,0003,5,962,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396340202042105,EPS2609009,0003,5,963,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396440202042105,EPS2609009,0003,5,964,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395740202042105,EPS2609009,0003,6,957,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395840202042105,EPS2609009,0003,6,958,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395940202042105,EPS2609009,0003,6,959,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396040202042105,EPS2609009,0003,6,960,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396140202042105,EPS2609009,0003,6,961,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396240202042105,EPS2609009,0003,6,962,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396340202042105,EPS2609009,0003,6,963,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396440202042105,EPS2609009,0003,6,964,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395740202042105,EPS2609009,0003,7,957,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395840202042105,EPS2609009,0003,7,958,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395940202042105,EPS2609009,0003,7,959,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396040202042105,EPS2609009,0003,7,960,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396140202042105,EPS2609009,0003,7,961,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396240202042105,EPS2609009,0003,7,962,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396340202042105,EPS2609009,0003,7,963,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396440202042105,EPS2609009,0003,7,964,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395740202042105,EPS2609009,0003,8,957,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395840202042105,EPS2609009,0003,8,958,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000395940202042105,EPS2609009,0003,8,959,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396040202042105,EPS2609009,0003,8,960,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396140202042105,EPS2609009,0003,8,961,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396240202042105,EPS2609009,0003,8,962,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396340202042105,EPS2609009,0003,8,963,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000396440202042105,EPS2609009,0003,8,964,402020,Retail,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46879629629629999,
Mức (detail line) đã xóa trên SFA,EPS2609009000496540404042105,EPS2609009,0004,2,965,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496640404042105,EPS2609009,0004,2,966,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496740404042105,EPS2609009,0004,2,967,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496840404042105,EPS2609009,0004,2,968,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496940404042105,EPS2609009,0004,2,969,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000497040404042105,EPS2609009,0004,2,970,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000497140404042105,EPS2609009,0004,2,971,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000497240404042105,EPS2609009,0004,2,972,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496540404042105,EPS2609009,0004,3,965,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496640404042105,EPS2609009,0004,3,966,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496740404042105,EPS2609009,0004,3,967,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
Mức (detail line) đã xóa trên SFA,EPS2609009000496840404042105,EPS2609009,0004,3,968,404040,Aji-ngon Pork,42105,Tradition Trade Sales,6321999999,COGS_PROMOTION BY PRODUCT,100,,,,truc_mt,46274,0.46203703703704002,truc_mt,46275,0.46935185185185002,
